0.914	0.839	0.294
0.906	0.82	0.282
0.902	0.796	0.275
0.906	0.776	0.271
0.91	0.761	0.271
0.91	0.745	0.271
0.918	0.733	0.271
0.906	0.706	0.255
0.902	0.682	0.247
0.898	0.659	0.239
0.902	0.639	0.231
0.91	0.62	0.231
0.914	0.608	0.224
0.914	0.58	0.216
0.906	0.565	0.2
0.878	0.549	0.173
0.855	0.525	0.149
0.851	0.502	0.141
0.851	0.482	0.137
0.847	0.455	0.122
0.847	0.435	0.118
0.851	0.412	0.114
0.843	0.388	0.102
0.824	0.361	0.0863
0.82	0.341	0.0863
0.808	0.329	0.0824
0.804	0.322	0.0902
0.8	0.318	0.0941
0.796	0.31	0.106
0.78	0.302	0.102
0.78	0.302	0.11
0.769	0.294	0.118
0.765	0.286	0.125
0.761	0.282	0.129
0.757	0.275	0.141
0.741	0.267	0.145
0.729	0.259	0.153
0.718	0.251	0.157
0.71	0.243	0.165
0.71	0.239	0.173
0.706	0.235	0.18
0.702	0.227	0.192
0.694	0.216	0.204
0.69	0.208	0.22
0.682	0.196	0.227
0.678	0.192	0.235
0.675	0.184	0.239
0.659	0.18	0.239
0.655	0.18	0.239
0.643	0.18	0.243
0.635	0.169	0.243
0.627	0.169	0.243
0.62	0.165	0.255
0.616	0.157	0.259
0.62	0.153	0.271
0.624	0.149	0.286
0.62	0.141	0.294
0.616	0.137	0.298
0.612	0.129	0.31
0.6	0.122	0.306
0.596	0.118	0.31
0.588	0.114	0.314
0.584	0.11	0.31
